"","user","majorContributor","responses","topics","avgNumberOfResponsesPerTopic","avgNumberOfResponsesBeforeResponse","avgNumberOfResponsesAfterResponse","entropy","yearJoined","firstDayResponse","avgGap","avgStd","standardTopics","normalTopics"
"1131","mike_kasprzak",0,5,2,0,0,0,0.534059693,2,7,1,5.421047417,0.305645534386436,0.0289855072463768
"1132","mike_schwimmer",0,2,0,0,0,0,0.696168833,0,6,3,5,-0.409742201894859,0
"1134","mikelcycle",0,17,3,0,0,0,3.378301605,1,3,0.15,106.8735117,0.663339402527083,0.0434782608695652
"1135","mikemc",0,5,0,0,0,0,0.645533244,4,7,1.4,1.6,-0.409742201894859,0
"1137","miki",0,5,1,0,0,0,1.392337665,3,15,2.5,22.76449477,-0.0520483337542118,0.0144927536231884
"1140","millieska",0,4,0,0,22.5,5.5,0.579994925,7,3,0.75,11.23332097,-0.409742201894859,0
"1141","mimi1",0,3,1,0,0,0,0.36458166,3,25,6.25,17,-0.0520483337542118,0.0144927536231884
"1144","misty12",0,1,1,2,1,1,0.325427612,6,0,1.5,1.5,-0.0520483337542118,0.0144927536231884
"1145","misty6",0,6,0,0,0,0,2.170992715,3,34,5.666666667,27.65863337,-0.409742201894859,0
"1147","moe1",0,6,0,0,0,0,0.81911592,1,2,4,50.240809,-0.409742201894859,0
"1148","moimoi",0,2,1,5,0,10,0.729163319,5,2,0.666666667,0,-0.0520483337542118,0.0144927536231884
"1149","molli",0,2,1,0,0,0,0.417003951,3,11,3.666666667,1.885618083,-0.0520483337542118,0.0144927536231884
"1150","molly9",0,6,1,0,0,0,2.170992715,4,2,0.285714286,14.0043725,-0.0520483337542118,0.0144927536231884
"1151","molly_c_howes",0,1,1,0,0,0,0.325427612,2,21,11.5,1,-0.0520483337542118,0.0144927536231884
"1152","molly_schreiber",0,1,2,0,0,0,0.348084416,3,0,4.666666667,6.599663291,0.305645534386436,0.0289855072463768
"1154","momofmar",0,6,3,0,0,0,2.187489958,5,3,0.444444444,11.97012743,0.663339402527083,0.0434782608695652
"1155","momtoclara",0,0,1,0,0,0,0.36458166,6,2,2,0,-0.0520483337542118,0.0144927536231884
"1156","monica1",0,5,0,0,0,0,1.336511428,1,3,1,32.0474648,-0.409742201894859,0
"1157","monica6",0,2,0,0,0,0,0.729163319,3,5,2.5,1.5,-0.409742201894859,0
"1159","mrsbaloo",0,11,1,0,0,0,3.281234937,4,4,0.666666667,13.55928341,-0.0520483337542118,0.0144927536231884
"1162","msd2013",0,6,4,0,0,0,1.251011853,6,3,1.4,23.7411036,1.02103327066773,0.0579710144927536
"1163","mumof2",0,10,1,13,33.1,30.3,2.463168097,3,2,0.181818182,8.893306983,-0.0520483337542118,0.0144927536231884
"1164","myhandsful",0,2,1,1,0,58,0.690009271,3,3,2.666666667,44.12356387,-0.0520483337542118,0.0144927536231884
"1165","mylissa",0,2,0,0,0,0,0.379803176,1,2,14,13,-0.409742201894859,0
"1166","mzbruner",0,9,2,0,0,0,2.928848504,4,1,0.090909091,2.699862255,0.305645534386436,0.0289855072463768
"1169","nairbyrod",0,2,0,0,4,10.5,0.696168833,4,7,3.5,3,-0.409742201894859,0
"1170","nan_sojka",0,8,1,0,0,0,1.728102959,1,2,10.44444444,57.95592195,-0.0520483337542118,0.0144927536231884
"1171","nanassetta",0,2,0,0,0,1985.5,0.325427612,0,5,6.5,4,-0.409742201894859,0
"1172","nancy23",0,0,0,0,0,0,0,4,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1173","nancy43",0,4,0,0,0,0,1.392337665,7,8,2,5.629165125,-0.409742201894859,0
"1176","nancy_miranda",0,0,1,0,0,0,0.36458166,1,1,1,0,-0.0520483337542118,0.0144927536231884
"1178","nanna",0,0,1,3,0,0,0.178019898,4,8,8,0,-0.0520483337542118,0.0144927536231884
"1179","nanny",0,0,1,0,0,0,0.36458166,1,0,0,0,-0.0520483337542118,0.0144927536231884
"1181","naomi_kingery",0,2,0,0,0,0,0.690009271,3,6,17.5,14.5,-0.409742201894859,0
"1183","nathan_schmittou",0,6,0,0,0,0,0.828998803,1,43,7.5,12.46885008,-0.409742201894859,0
"1185","ndxc",0,10,2,0,0,0,1.950265002,3,3,1.5,26.32634401,0.305645534386436,0.0289855072463768
"1186","necie427",0,3,0,0,16.33333333,163,1.060750492,3,5,1.666666667,11.78511302,-0.409742201894859,0
"1187","nellie1972",0,4,0,0,28.5,47.5,0.657720773,3,11,2.75,32.50384593,-0.409742201894859,0
"1189","netbadger",0,6,2,13,0,44,0.645533244,5,19,2.375,26.84678752,0.305645534386436,0.0289855072463768
"1192","newfie89",0,3,1,7,0,21,1.093744979,5,16,4,0,-0.0520483337542118,0.0144927536231884
"1193","nfb_77",0,3,1,0,0,0,1.044253249,3,2,0.5,15.15544457,-0.0520483337542118,0.0144927536231884
"1194","nice_friend",0,3,0,0,0,0,1.093744979,1,12,4,2.943920289,-0.409742201894859,0
"1196","nicks_dad",0,7,5,0,0,0,2.436590914,2,2,0.166666667,24.51813388,1.37872713880838,0.072463768115942
"1197","nikki_b",0,1,1,0,0,0,0,5,23,11.5,0,-0.0520483337542118,0.0144927536231884
"1199","ninja_lima_bean",0,1,1,0,0,0,0.348084416,3,25,13,0.5,-0.0520483337542118,0.0144927536231884
"1200","ninoslav_raskovic",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1201","niz_roxanne",0,18,2,0,0,0,1.538023039,2,39,1.95,29.30268759,0.305645534386436,0.0289855072463768
"1202","noah_b",0,2,4,0,0,0,1.301710446,1,0,1.166666667,8.820745748,1.02103327066773,0.0579710144927536
"1203","noah_gardner",0,3,1,0,0,0,0.231409896,3,0,1,4.763139721,-0.0520483337542118,0.0144927536231884
"1204","nonna2three",0,3,1,0,0,0,0.959621322,4,0,5.75,14.37010786,-0.0520483337542118,0.0144927536231884
"1206","nori",0,7,0,0,0,0,1.789913812,4,8,1.571428571,49.13164324,-0.409742201894859,0
"1207","norma_steele",0,1,2,0,0,0,0.178019898,2,2,0.666666667,0.471404521,0.305645534386436,0.0289855072463768
"1208","normdiver",0,4,1,0,0,0,1.392337665,2,8,1.6,35.84745458,-0.0520483337542118,0.0144927536231884
"1211","ohio_bike_man",0,6,0,0,0,0,1.73426252,2,33,20,56.54398485,-0.409742201894859,0
"1214","omni_dad",0,1,1,0,0,0,0.712666076,3,0,29,29,-0.0520483337542118,0.0144927536231884
"1215","onewolfprincess",0,10,4,18.33333333,6.3,85.6,0.503447509,0,1,0.142857143,1.052208562,1.02103327066773,0.0579710144927536
"1216","onewp",0,3,1,0,0,21,0.231409896,4,9,2.25,0,-0.0520483337542118,0.0144927536231884
"1218","optimis",0,0,1,0,0,0,0,4,0,0,0,-0.0520483337542118,0.0144927536231884
"1220","orlando_dominguez",0,5,1,1,10.4,71.5,1.535463271,2,9,1.5,24.0970261,-0.0520483337542118,0.0144927536231884
"1221","orna",0,2,0,0,0,0,0.696168833,1,8,4,2,-0.409742201894859,0
"1222","orpy",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1223","otter1",0,2,2,0,0,0,0.286109294,5,0,7.75,13.42339376,0.305645534386436,0.0289855072463768
"1225","p11",0,6,0,0,0,0,1.928779661,2,18,8.333333333,11.04033011,-0.409742201894859,0
"1227","paeng",0,5,1,0,0,0,1.601381286,4,24,4,0,-0.0520483337542118,0.0144927536231884
"1228","paige",0,4,2,0,0,0,0.959621322,0,1,1.166666667,55.20995281,0.305645534386436,0.0289855072463768
"1230","pamela2",0,1,1,0,0,0,0.36458166,2,21,10.5,0,-0.0520483337542118,0.0144927536231884
"1231","pamela4",0,2,0,0,0,0,0.468482259,3,43,21.5,4.5,-0.409742201894859,0
"1232","pamela6",0,2,0,0,0,0,0.507636307,4,8,4,3.5,-0.409742201894859,0
"1233","pamela_burnett",0,3,5,0,0,0,0.679153619,2,3,0.375,5.904182839,1.37872713880838,0.072463768115942
"1234","pamela_jackson",0,2,2,0,0,0,0,2,42,10.5,2.915475947,0.305645534386436,0.0289855072463768
"1235","pamela_w",0,6,1,0,0,0,2.05353057,2,8,1.142857143,16.63411788,-0.0520483337542118,0.0144927536231884
"1236","pammie_king",0,0,1,2,0,0,0.178019898,0,0,0,0,-0.0520483337542118,0.0144927536231884
"1237","pastanamy",0,5,0,0,6,21.4,1.740422082,3,2,0.4,9.6,-0.409742201894859,0
"1238","patiolite",0,2,0,0,11,7,0.056596792,4,9,4.5,6,-0.409742201894859,0
"1239","patricia_bason",0,9,0,0,0,0,1.717765277,3,57,6.333333333,24.72515588,-0.409742201894859,0
"1240","patricia_harmon",0,0,2,0,0,0,0.650855223,2,1,0.5,0.5,0.305645534386436,0.0289855072463768
"1241","patrick_o_hea",0,2,0,0,0,0,0.36458166,1,3,1.5,9,-0.409742201894859,0
"1242","patti3",0,0,1,0,0,0,0.36458166,1,0,0,0,-0.0520483337542118,0.0144927536231884
"1244","patty7",0,0,0,0,0,0,0,3,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1246","paulk",0,5,1,0,0,0,1.740422082,5,4,14.16666667,30.1869177,-0.0520483337542118,0.0144927536231884
"1252","penguin_girl",0,17,1,0,0,0,4.568429581,2,108,10.44444444,50.73585067,-0.0520483337542118,0.0144927536231884
"1253","penny4",0,2,0,0,0,0,0.729163319,1,2,1,8,-0.409742201894859,0
"1256","pete2",0,11,2,0,0,0,3.82892858,3,5,0.384615385,45.77782725,0.305645534386436,0.0289855072463768
"1257","peter11",0,0,0,0,0,0,0,3,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1258","peter_gibbs",0,0,1,0,0,0,0.325427612,0,7,7,0,-0.0520483337542118,0.0144927536231884
"1259","peter_jones",0,6,0,0,0,0,1.149949666,2,2,5.5,17.35335382,-0.409742201894859,0
"1260","phil_s_mom",0,2,3,0,0,0,0.690009271,3,13,2.6,14.12798641,0.663339402527083,0.0434782608695652
"1261","phil_southerland",0,6,2,0,0,0,1.323862401,1,6,19.625,51.82165932,0.305645534386436,0.0289855072463768
"1262","phill_connell",0,2,1,0,0,0,0.729163319,2,4,1.333333333,2.943920289,-0.0520483337542118,0.0144927536231884
"1263","phoebe",0,3,0,0,0,0,0.712666076,4,43,14.33333333,0.942809042,-0.409742201894859,0
"1264","pilgrimd",0,4,0,0,0,0,0.572218588,5,54,13.5,8.814051282,-0.409742201894859,0
"1265","pippi",0,14,0,0,0,0,1.731705271,2,42,8.357142857,49.89913295,-0.409742201894859,0
"1266","piscator",0,2,0,0,6,9,0.696168833,6,23,11.5,1,-0.409742201894859,0
"1267","pixygirl",0,1,1,0,0,2,0,4,47,23.5,0,-0.0520483337542118,0.0144927536231884
"1268","pj_sluder",0,0,0,0,0,0,0,2,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1269","plumberpat",0,4,1,0,0,28,1.301710446,4,9,1.8,0,-0.0520483337542118,0.0144927536231884
"1270","podmom1",0,3,0,0,0,0,1.044253249,6,2,0.666666667,4.496912521,-0.409742201894859,0
"1271","pom_mom",0,1,1,0,0,0,0.325427612,4,2,1,0,-0.0520483337542118,0.0144927536231884
"1272","porter",0,3,1,0,0,0,1.054590931,2,5,1.25,3.464101615,-0.0520483337542118,0.0144927536231884
"1273","potato_less_celt",0,0,4,0,0,0,0.998939639,4,1,0.25,2.872281323,1.02103327066773,0.0579710144927536
"1274","powell1973",0,9,4,7.5,592.4444444,620.4444444,3.491181845,3,1,0.692307692,22.48970836,1.02103327066773,0.0579710144927536
"1275","prettypoetcindy",0,3,2,4.5,396.3333333,781.3333333,1.015436883,3,0,0.2,1.624807681,0.305645534386436,0.0289855072463768
"1276","probablyrachel",0,6,0,0,0,0,2.137998228,4,7,2.833333333,5.177408189,-0.409742201894859,0
"1277","prompter_bob",0,5,0,0,0,0,0.890099489,5,33,6.6,5.2,-0.409742201894859,0
"1279","punk",0,9,2,0,0,0,3.491181845,1,73,24.72727273,64.86744271,0.305645534386436,0.0289855072463768
"1281","r11",0,2,0,0,0,0,0.673512028,1,2,1,11.5,-0.409742201894859,0
"1282","rachael6",0,8,1,0,0,0,1.2155271,3,8,0.888888889,13.9761702,-0.0520483337542118,0.0144927536231884
"1283","rachael7",0,3,1,0,0,0,0,4,1,0.5,0.433012702,-0.0520483337542118,0.0144927536231884
"1284","rachael8",0,2,1,3,0,4,0.13783907,6,4,3.333333333,2.828427125,-0.0520483337542118,0.0144927536231884
"1286","rachel4",0,3,0,0,0,0,0.650855223,1,7,2.333333333,19.09624745,-0.409742201894859,0
"1287","rachel5",0,0,1,0,0,0,0.36458166,1,0,0,0,-0.0520483337542118,0.0144927536231884
"1288","rachel9",0,6,7,0,0,0,1.093744979,1,3,5.076923077,30.85660671,2.09411487508967,0.101449275362319
"1289","rachel_bruce",0,0,1,0,0,0,0.36458166,0,0,0,0,-0.0520483337542118,0.0144927536231884
"1290","raisingainsley",0,13,0,0,0.230769231,39.07692308,4.739561576,3,15,1.153846154,20.65896656,-0.409742201894859,0
"1291","ramon",0,3,0,0,0,0,1.060750492,4,2,5.333333333,8.041558721,-0.409742201894859,0
"1294","randi_solomon",0,5,3,0,0,0,1.705446154,2,0,0.625,5.267826876,0.663339402527083,0.0434782608695652
"1295","ravinder_kumar",0,5,4,3.5,63.2,59.4,1.232610829,2,15,4.666666667,12.5766784,1.02103327066773,0.0579710144927536
"1298","rblcpacfo",0,4,1,1,4.5,56.5,1.425332152,1,125,34.2,24.38360105,-0.0520483337542118,0.0144927536231884
"1299","realmccoy",0,3,2,95,0,50,1.441829395,4,0,2.8,5.6,0.305645534386436,0.0289855072463768
"1303","rebecca_taylor",0,0,1,0,0,0,0.077136632,2,0,0,0,-0.0520483337542118,0.0144927536231884
"1304","rene",0,1,0,0,0,0,0.325427612,3,69,69,0,-0.409742201894859,0
"1306","renee",0,1,4,0,0,0,1.053419467,0,0,1,1.743559577,1.02103327066773,0.0579710144927536
"1308","respod",0,2,1,3,6,51,0.696168833,3,4,1.333333333,4.18993503,-0.0520483337542118,0.0144927536231884
"1309","rex",0,5,0,0,0,0,1.649794863,6,42,10.2,7.359347797,-0.409742201894859,0
"1311","rhee",0,5,0,0,0,0,1.822908298,3,48,9.6,31.29472799,-0.409742201894859,0
"1312","rhonda",0,1,1,0,0,0,0.348084416,0,0,42.5,42.5,-0.0520483337542118,0.0144927536231884
"1313","ric",0,0,1,0,0,0,0.325427612,1,0,0,0,-0.0520483337542118,0.0144927536231884
"1314","richard_carbajal",0,2,0,0,0,0,0.690009271,2,5,7,4.5,-0.409742201894859,0
"1315","richielj",0,9,1,12,8.777777778,21.88888889,1.749586793,1,8,0.8,15.19868415,-0.0520483337542118,0.0144927536231884
"1316","rickn",0,2,0,0,0,0,0.286109294,6,11,5.5,1,-0.409742201894859,0
"1317","rickselvik",0,1,1,1,0,0,0.477191065,3,0,35.5,35.5,-0.0520483337542118,0.0144927536231884
"1318","ricmac",0,5,8,0.857142857,0.4,2.8,1.627138058,0,69,5.384615385,1.002954216,2.45180874323032,0.115942028985507
"1319","rigney",0,2,0,0,0,0,0.36458166,0,13,6.5,3,-0.409742201894859,0
"1321","rikki",0,0,1,0,0,0,0,3,3,3,0,-0.0520483337542118,0.0144927536231884
"1323","rinku",0,1,0,0,0,0,0.36458166,5,32,32,0,-0.409742201894859,0
"1324","rishona",0,11,1,0,0,0,3.971244208,0,6,0.5,13.92739108,-0.0520483337542118,0.0144927536231884
"1325","ritesh",0,1,1,0,0,0,0.36458166,6,9,5,0.5,-0.0520483337542118,0.0144927536231884
"1327","rob10",0,2,2,0,0,0,0.45453426,3,0,3,4.74341649,0.305645534386436,0.0289855072463768
"1328","rob3",0,12,2,0,0,0,1.811399152,1,5,2.214285714,19.81766374,0.305645534386436,0.0289855072463768
"1329","rob_chambers",0,2,0,0,0,0,0.36458166,1,15,25.5,18,-0.409742201894859,0
"1330","robert1",0,3,0,0,0,0,0.45453426,0,6,2,7.363574011,-0.409742201894859,0
"1331","robert2",0,1,2,0,0,0,0.650855223,0,1,2.666666667,3.091206165,0.305645534386436,0.0289855072463768
"1332","robert23",0,4,1,0,0,0,1.458326639,6,63,12.6,4.4,-0.0520483337542118,0.0144927536231884
"1333","robert3",0,5,0,0,0,0,1.570357563,1,50,10.4,0.8,-0.409742201894859,0
"1334","robert_mitchell",0,0,2,0,0,0,0.325427612,0,0,0,0,0.305645534386436,0.0289855072463768
"1335","robert_yancey",0,10,2,0,0,0,2.463041999,2,32,2.75,40.9640764,0.305645534386436,0.0289855072463768
"1336","robin1",0,2,1,0,0,0,0.690009271,1,1,3.333333333,4.242640687,-0.0520483337542118,0.0144927536231884
"1341","roddy_pippin",0,2,0,0,0,0,0.650855223,2,15,7.5,2.5,-0.409742201894859,0
"1342","roggman",0,2,0,0,23.5,3,0.36458166,4,12,7,1,-0.409742201894859,0
"1343","rolland1",0,5,2,0,0,0,1.224068964,3,2,3.714285714,13.2495668,0.305645534386436,0.0289855072463768
"1344","rolly",0,2,1,0,0,0,0.673512028,1,6,2,6.018490028,-0.0520483337542118,0.0144927536231884
"1347","ron_pierce",0,3,0,0,0,0,0.858269968,2,6,23,36.68787266,-0.409742201894859,0
"1348","ronbo",0,5,0,0,0,0,1.215023756,4,63,16.2,6.97423831,-0.409742201894859,0
"1351","rosemary_ekeng",0,3,1,0,0,0,0.325427612,2,10,3,0.866025404,-0.0520483337542118,0.0144927536231884
"1353","rosemary_ward",0,0,2,0,0,0,0.503447509,1,1,0.5,0,0.305645534386436,0.0289855072463768
"1354","rosie_barger",0,0,1,0,0,0,0.36458166,0,2,2,0,-0.0520483337542118,0.0144927536231884
"1355","rosswa62",0,2,0,0,0,0,0,3,13,6.5,13,-0.409742201894859,0
"1357","roy3",0,2,1,0,0,0,1.054590931,7,0,9,12.72792206,-0.0520483337542118,0.0144927536231884
"1359","runjrun",0,4,0,0,0,18,0.729163319,5,43,10.75,36.67764987,-0.409742201894859,0
"1360","runningtheriver",0,6,1,6,0,23.83333333,0.348084416,5,37,6.142857143,27.69660703,-0.0520483337542118,0.0144927536231884
"1361","runtostopdiabetes_co",0,2,1,2,22.5,76.5,0.402564244,3,5,7.666666667,8.259674462,-0.0520483337542118,0.0144927536231884
"1362","ruth_dallas",0,1,1,0,0,0,0.493688308,2,8,4,0,-0.0520483337542118,0.0144927536231884
"1363","ryebrizzle",0,3,1,40,0,915,0,3,13,3.25,0,-0.0520483337542118,0.0144927536231884
"1365","samantha",0,12,5,0,0,0,2.799191133,1,30,1.882352941,31.89493999,1.37872713880838,0.072463768115942
"1369","sandra_holloway",0,2,0,0,0,0,0.696168833,2,40,20,5,-0.409742201894859,0
"1370","sandra_lis_gomez",0,1,0,0,0,0,0.348084416,2,19,19,0,-0.409742201894859,0
"1371","sandy11",0,7,0,0,0,0,0.816886287,3,11,4.285714286,20.46500248,-0.409742201894859,0
"1372","sandy5",0,8,1,0,0,0,1.750759764,2,116,19,22.852182,-0.0520483337542118,0.0144927536231884
"1373","sandy_summers",0,2,0,0,0,0,0.325427612,2,15,20,12.5,-0.409742201894859,0
"1376","sara_myers",0,3,1,0,0,0,1.038093688,2,67,16.75,39.74528274,-0.0520483337542118,0.0144927536231884
"1377","sarah48",0,10,0,0,0,0,0.54375564,4,18,1.8,40.5720347,-0.409742201894859,0
"1378","sarah_d",0,3,1,0,0,0,1.093744979,5,0,0.5,0.866025404,-0.0520483337542118,0.0144927536231884
"1379","sarah_freimuth",0,0,1,0,0,0,0.348084416,4,1,1,0,-0.0520483337542118,0.0144927536231884
"1380","sarah_jane1",0,0,1,61,0,0,0.36458166,3,0,0,0,-0.0520483337542118,0.0144927536231884
"1381","sarah_kay",0,0,6,0,0,0,0.441718292,0,0,0.166666667,0.577350269,1.73642100694903,0.0869565217391304
"1382","sarapova24",0,2,0,0,0,0,0.36458166,5,17,11,2.5,-0.409742201894859,0
"1384","sboicourt",0,3,2,10.5,7,35,1.044253249,4,4,1.4,1.2,0.305645534386436,0.0289855072463768
"1385","scott15",0,10,1,0,0,0,0.673512028,2,14,6.363636364,26.33478045,-0.0520483337542118,0.0144927536231884
"1386","scott20",0,4,0,0,0,0,1.015436883,3,67,20.5,18.12456896,-0.409742201894859,0
"1387","scott_angove",0,2,0,0,0,0,0.673512028,2,6,10.5,7.5,-0.409742201894859,0
"1388","scottie",0,6,2,0,0,0,1.750759764,2,9,1.125,12.96569994,0.305645534386436,0.0289855072463768
"1390","scubasu",0,17,2,0,0,0,2.367468979,4,10,0.526315789,17.84683992,0.305645534386436,0.0289855072463768
"1391","seagull",0,2,0,0,0,61,0.286109294,3,42,21,1.5,-0.409742201894859,0
"1392","sean_busby",0,1,4,0,0,0,0.441718292,1,7,1.4,0,1.02103327066773,0.0579710144927536
"1394","secret_squirrel",0,4,0,0,0,0,0.804919961,6,7,7.75,13.97095201,-0.409742201894859,0
"1395","seda",0,1,1,0,0,0,0.325427612,2,0,7,7,-0.0520483337542118,0.0144927536231884
"1396","seer",0,4,1,0,0,0,1.392337665,4,1,0.2,6.4,-0.0520483337542118,0.0144927536231884
"1397","sefra1",0,0,1,2,0,0,0,5,0,0,0,-0.0520483337542118,0.0144927536231884
"1398","sei",0,2,2,1.666666667,0,8,0,3,1,0.25,1.732050808,0.305645534386436,0.0289855072463768
"1399","seichel",0,3,0,0,14.66666667,6,1.093744979,6,4,1.333333333,8.956685895,-0.409742201894859,0
"1401","sfshawn",0,0,2,0,0,0,0.650855223,3,0,0,0.5,0.305645534386436,0.0289855072463768
"1402","sh4dowdrifter",0,5,0,0,7.4,68.4,1.425332152,6,2,0.4,5.2,-0.409742201894859,0
"1403","shadow1",0,0,1,168,0,0,0.325427612,3,0,0,0,-0.0520483337542118,0.0144927536231884
"1405","shaelah_huntington",0,3,0,0,0,0,0.690009271,5,6,17.33333333,18.83259586,-0.409742201894859,0
"1406","shaheedat",0,3,1,0,0,0,0.976282835,6,12,3.25,0.707106781,-0.0520483337542118,0.0144927536231884
"1407","shana3",0,6,1,0,0,0,1.740422082,6,0,0.857142857,4.199125273,-0.0520483337542118,0.0144927536231884
"1408","shandy",0,1,1,0,0,0,0.36458166,3,0,14,14,-0.0520483337542118,0.0144927536231884
"1409","shane2",0,6,1,0,0,0,1.806411055,2,4,0.714285714,5.624291339,-0.0520483337542118,0.0144927536231884
"1410","shannon10",0,2,1,0,0,0,0.650855223,3,8,2.666666667,0,-0.0520483337542118,0.0144927536231884
"1412","shannon_l",0,7,0,0,0,0,2.076808997,0,11,3.857142857,25.69999603,-0.409742201894859,0
"1415","shauna_dunlap",0,2,1,0,0,0,0.36458166,5,5,5.666666667,5.249338583,-0.0520483337542118,0.0144927536231884
"1416","shell_smitty",0,12,5,0,0,0,3.579703727,4,4,0.235294118,27.15201344,1.37872713880838,0.072463768115942
"1417","shellgolladay",0,9,1,0,0,0,3.14925699,3,33,5.3,32.3041793,-0.0520483337542118,0.0144927536231884
"1419","sherri1",0,2,1,0,0,0,1.054590931,1,1,10,13.6707311,-0.0520483337542118,0.0144927536231884
"1423","sheryl_lauria",0,4,0,0,0,59,1.419172591,2,14,8.25,27.13277538,-0.409742201894859,0
"1426","shore",0,3,4,0,0,0,0.81911592,2,2,1.571428571,16.42049491,1.02103327066773,0.0579710144927536
"1428","sidkd5",0,3,1,0,0,0,0.976282835,4,0,0.25,3.201562119,-0.0520483337542118,0.0144927536231884
"1429","sigelopisan",0,5,1,5,4.4,14.8,1.535463271,4,59,9.833333333,19.30817328,-0.0520483337542118,0.0144927536231884
"1430","silverdandme",0,3,2,3.5,3.333333333,25.33333333,0.673512028,3,31,6.2,7.2,0.305645534386436,0.0289855072463768
"1433","simone",0,3,0,0,0,0,1.044253249,7,2,0.666666667,7.542472333,-0.409742201894859,0
"1434","simsonay",0,5,1,12,48,67,1.717765277,4,8,1.333333333,2.867441756,-0.0520483337542118,0.0144927536231884
"1435","singh",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1438","skyelanford",0,1,1,0,0,0,0.348084416,3,2,4.5,3.5,-0.0520483337542118,0.0144927536231884
"1439","slack",0,11,0,0,9.363636364,34.72727273,3.308808881,4,8,2.090909091,26.15370966,-0.409742201894859,0
"1440","slippery_buffalo",0,3,0,0,0,0,1.044253249,4,8,2.666666667,0.942809042,-0.409742201894859,0
"1441","sluggo",0,4,0,0,0,0,1.392337665,6,26,6.5,14.70331595,-0.409742201894859,0
"1442","slvdr",0,4,0,0,0,0,1.392337665,3,10,2.5,24.5,-0.409742201894859,0
"1443","snorkeler",0,0,1,0,0,0,0.054375564,5,7,7,0,-0.0520483337542118,0.0144927536231884
"1445","sonik_porwal",0,1,1,0,0,0,0.348084416,2,34,17,0,-0.0520483337542118,0.0144927536231884
"1446","sonya4",0,3,0,0,0,0,1.044253249,7,7,2.333333333,2.828427125,-0.409742201894859,0
"1447","southern_sweetblood",0,2,0,0,0,0,0.650855223,3,9,4.5,1.5,-0.409742201894859,0
"1450","stacey9",0,2,0,0,0,0,0.729163319,3,13,6.5,12,-0.409742201894859,0
"1451","stacey_chipka",0,3,1,0,0,0,0.348084416,4,61,19.25,38.98958194,-0.0520483337542118,0.0144927536231884
"1453","static192",0,2,4,4.75,0,52,0.937812147,6,0,2.666666667,7.542472333,1.02103327066773,0.0579710144927536
"1454","stefan1",0,1,1,0,0,0,0.690009271,3,1,1,0.5,-0.0520483337542118,0.0144927536231884
"1455","steff_smiley",0,3,1,0,0,0,0.976282835,0,67,16.75,5.629165125,-0.0520483337542118,0.0144927536231884
"1456","stephanie10",0,5,0,0,0,0,0.36458166,4,5,3,3.487119155,-0.409742201894859,0
"1458","stephanie_atkins",0,10,3,0,0,0,3.371187538,1,1,4.692307692,30.72111623,0.663339402527083,0.0434782608695652
"1459","stephd14",0,3,0,0,20,4.666666667,0.779961872,7,13,4.333333333,0.942809042,-0.409742201894859,0
"1460","stephen2",0,3,0,0,0,0,0.493688308,2,6,2,8.013876853,-0.409742201894859,0
"1461","stepht",0,1,1,0,0,0,0.325427612,7,26,14,1,-0.0520483337542118,0.0144927536231884
"1462","steve16",0,2,0,0,0,0,0.729163319,3,3,1.5,6.5,-0.409742201894859,0
"1463","steve37",0,4,0,0,0,0,1.392337665,7,7,1.75,7.95298686,-0.409742201894859,0
"1464","steve39",0,0,1,0,0,0,0.077136632,7,0,0,0,-0.0520483337542118,0.0144927536231884
"1465","steve_connolly",0,0,1,0,0,0,0.36458166,2,2,2,0,-0.0520483337542118,0.0144927536231884
"1466","steve_consani",0,0,1,0,0,0,0.178019898,1,1,1,0,-0.0520483337542118,0.0144927536231884
"1469","steven_coutu",0,9,0,0,2.666666667,99.44444444,1.744600202,2,24,3.777777778,12.76085836,-0.409742201894859,0
"1473","strawberrieebel",0,0,1,1,0,0,0,3,6,6,0,-0.0520483337542118,0.0144927536231884
"1474","sue22",0,2,0,0,0,0,0.258213298,4,36,18,1,-0.409742201894859,0
"1475","sue28",0,0,1,0,0,0,0.325427612,5,53,53,0,-0.0520483337542118,0.0144927536231884
"1477","sue_starcevich",0,1,1,0,0,0,0.45453426,2,0,3,3,-0.0520483337542118,0.0144927536231884
"1482","sugar_rocket",0,1,2,0,0,0,0.690009271,5,52,17.33333333,0,0.305645534386436,0.0289855072463768
"1483","sugardoc",0,7,0,0,0,0,1.100067504,4,22,3.142857143,8.987519691,-0.409742201894859,0
"1484","sugarfreeoreo",0,6,2,0,0,0,1.756919325,5,33,4.125,9.010410645,0.305645534386436,0.0289855072463768
"1486","sukar",0,3,0,0,0,0,1.044253249,4,11,3.666666667,8.993825042,-0.409742201894859,0
"1487","sunflower_sandra",0,2,0,0,0,0,0.325427612,3,4,2,8.5,-0.409742201894859,0
